Gene	Gene_name	GO_class	Contributor	Organism	Evidence	Evidence_with	Reference	Date
LOC107804985	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107804985	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107804711	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107804711	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107822313	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107822313	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107826095	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107826095	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107809885	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107809885	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107813441	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107813441	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107825310	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107825310	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107825198	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107825198	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107810573	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107810573	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107814218	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107814218	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107813745	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107813745	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107815056	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107815056	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107811042	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107811042	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107810855	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107810855	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107811920	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107811920	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107815267	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107815267	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107820062	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107820062	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107819780	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107819780	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107806296	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107806296	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107806190	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107806190	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107772056	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107772056	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107768278	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107768278	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107767868	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107767868	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107771559	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107771559	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107771558	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107771558	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107781061	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107781061	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107780994	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107780994	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107781153	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107781153	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107784085	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107784085	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107780001	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107780001	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107779836	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107779836	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107779904	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107779904	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107783189	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107783189	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107779546	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107779546	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107779603	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107779603	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107779509	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107779509	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107779426	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107779426	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107779330	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107779330	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107782850	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107782850	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107770363	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107770363	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107770195	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107770195	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107769901	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107769901	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107773638	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107773638	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107777002	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107777002	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107776989	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107776989	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107776435	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107776435	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107775377	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107775377	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107775315	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107775315	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107775108	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107775108	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107774190	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107774190	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107792232	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107792232	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107790265	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107790265	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107790144	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107790144	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107790141	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107790141	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107789928	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107789928	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107786961	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107786961	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107786371	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107786371	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107785886	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107785886	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107785492	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107785492	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107785359	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107785359	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107791332	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107791332	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107790998	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107790998	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107790945	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107790945	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107788938	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107788938	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107789089	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107789089	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107788923	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107788923	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107788530	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107788530	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107787824	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107787824	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107795027	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107795027	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107794697	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107794697	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107794071	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107794071	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107792439	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107792439	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107803304	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107803304	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107799598	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107799598	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107793002	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107793002	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107812637	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107812637	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107816006	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107816006	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107808567	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107808567	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107802617	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107802617	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107805850	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
