Gene	Gene_name	GO_class	Contributor	Organism	Evidence	Evidence_with	Reference	Date
Megf8	multiple EGF-like-domains 8	GO:0097094	MGI	Mus musculus	ISO	UniProtKB:Q7Z7M0	MGI:MGI:4834177|GO_REF:0000096	20140206
Frem1	Fras1 related extracellular matrix protein 1	GO:0097094	MGI	Mus musculus	ISO	UniProtKB:Q5H8C1	MGI:MGI:4834177|GO_REF:0000096	20120426
Tmem107	transmembrane protein 107	GO:0097094	MGI	Mus musculus	IMP	MGI:MGI:5007367	MGI:MGI:6115041|PMID:28954202	20201016
Mmp14	matrix metallopeptidase 14 (membrane-inserted)	GO:0097094	MGI	Mus musculus	IGI	MGI:MGI:1276107	MGI:MGI:3771253|PMID:18022611	20131219
Foxn3	forkhead box N3	GO:0097094	MGI	Mus musculus	IMP		MGI:MGI:4835344|PMID:20691664	20160217
MMP16	ZnMc domain-containing protein	GO:0097094	Ensembl	Sus scrofa	IEA	UniProtKB:Q9WTR0|ensembl:ENSMUSP00000029881	GO_REF:0000107	20211009
TIFAB	TIFA inhibitor	GO:0097094	Ensembl	Sus scrofa	IEA	UniProtKB:Q6ZNK6|ensembl:ENSP00000440509	GO_REF:0000107	20211009
RAB23	RAB23, member RAS oncogene family	GO:0097094	Ensembl	Sus scrofa	IEA	UniProtKB:Q9ULC3|ensembl:ENSP00000417610	GO_REF:0000107	20211009
FOXN3	Fork-head domain-containing protein	GO:0097094	Ensembl	Sus scrofa	IEA	UniProtKB:Q499D0|ensembl:ENSMUSP00000036035	GO_REF:0000107	20211009
TMEM107	Transmembrane protein 107	GO:0097094	Ensembl	Sus scrofa	IEA	UniProtKB:Q9CPV0|ensembl:ENSMUSP00000091624	GO_REF:0000107	20211009
NEUROG1	BHLH domain-containing protein	GO:0097094	Ensembl	Sus scrofa	IEA	UniProtKB:Q92886|ensembl:ENSP00000317580	GO_REF:0000107	20211009
MEGF8	Multiple EGF like domains 8	GO:0097094	Ensembl	Sus scrofa	IEA	UniProtKB:Q7Z7M0|ensembl:ENSP00000251268	GO_REF:0000107	20211009
FREM1	C-type lectin domain-containing protein	GO:0097094	Ensembl	Sus scrofa	IEA	UniProtKB:Q5H8C1|ensembl:ENSP00000370262	GO_REF:0000107	20211009
LOC107775712	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107775712	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107831500	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107831500	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107828132	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107828132	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107829584	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107829584	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107910557	craniofacial development protein 1-like	GO:0006338	GO_Central	Gossypium hirsutum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107910557	craniofacial development protein 1-like	GO:0005634	GO_Central	Gossypium hirsutum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107759609	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107759609	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107771324	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107771324	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107766776	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107766776	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107766572	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107766572	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107764586	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107764586	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107764533	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107764533	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107764269	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107764269	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107763952	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107763952	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107763899	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107763899	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107763782	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107763782	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107763713	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107763713	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107763678	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107763678	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107763240	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107763240	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107766238	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107766238	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107766001	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107766001	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107765439	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107765439	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107765044	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107765044	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107765197	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107765197	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107764922	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107764922	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107778687	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107778687	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107778225	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107778225	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107760756	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107760756	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107760633	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107760633	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107760548	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107760548	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107760148	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107760148	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107760185	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107760185	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107759948	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107759948	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107807279	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107807279	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
Tb927.8.600	Bucentaur or craniofacial development, putative	GO:0005739	GeneDB	Trypanosoma brucei brucei TREU927	IDA		GO_REF:0000109	20180307
Tb927.8.600	Bucentaur or craniofacial development, putative	GO:0005654	GeneDB	Trypanosoma brucei brucei TREU927	IDA		GO_REF:0000109	20180305
Tb927.8.600	Bucentaur or craniofacial development, putative	GO:0005634	GeneDB	Trypanosoma brucei brucei TREU927	IDA		PMID:28727848	20170912
LOC107826628	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107826628	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107816443	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107816443	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107774903	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107774903	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107817725	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107817725	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107951588	craniofacial development protein 1-like	GO:0006338	GO_Central	Gossypium hirsutum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107951588	craniofacial development protein 1-like	GO:0005634	GO_Central	Gossypium hirsutum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107799217	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107799217	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107804560	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107804560	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107811306	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107811306	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107807031	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107807031	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107832721	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107832721	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107824137	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107824137	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107823964	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107823964	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107823734	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107823734	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107827158	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107827158	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107823366	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107823366	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107823249	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107823249	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107823073	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107823073	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107826796	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107826796	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107828919	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107828919	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107831257	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107831257	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107830274	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107830274	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107830107	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107830107	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107830183	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107830183	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107829536	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107829536	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107828590	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107828590	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107828147	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107828147	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107828112	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107828112	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107817386	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107817386	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107824788	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107824788	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107824579	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107824579	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107819156	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107819156	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107819096	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107819096	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107818825	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107818825	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107797141	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107797141	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107796533	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107796533	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107809720	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107809720	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107805130	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107805130	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107801618	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107801618	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
LOC107801634	craniofacial development protein 2-like	GO:0005634	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|FB:FBgn0267398|SGD:S000000435	PMID:21873635	20211108
LOC107801634	craniofacial development protein 2-like	GO:0006338	GO_Central	Nicotiana tabacum	IBA	PANTHER:PTN000577775|SGD:S000000435	PMID:21873635	20211108
